ano,unidade_geografica,nivel_geografico,localizacao,dependencia,taxa_aprovacao,taxa_reprovacao,taxa_abandono
2020,Minas Gerais,UF,Total,Estadual,89.7,2.0,8.3
2020,Minas Gerais,UF,Urbana,Estadual,89.5,2.0,8.5
2020,Minas Gerais,UF,Rural,Estadual,94.7,0.7,4.6
2020,Minas Gerais,UF,Total,Municipal,96.7,1.6,1.7
2020,Minas Gerais,UF,Urbana,Municipal,96.7,1.7,1.6
2020,Minas Gerais,UF,Rural,Municipal,96.4,0.6,3.0
2020,Minas Gerais,UF,Total,Privada,98.9,0.7,0.4
2020,Minas Gerais,UF,Urbana,Privada,99.1,0.7,0.2
2020,Minas Gerais,UF,Rural,Privada,91.6,0.9,7.5
2020,Minas Gerais,UF,Total,Pública,89.8,2.2,8.0
2020,Minas Gerais,UF,Urbana,Pública,89.7,2.1,8.2
2020,Minas Gerais,UF,Rural,Pública,93.2,3.2,3.6
2020,Espírito Santo,UF,Total,Total,97.1,0.7,2.2
2020,Espírito Santo,UF,Urbana,Total,97.2,0.6,2.2
2020,Espírito Santo,UF,Rural,Total,95.2,2.5,2.3
2020,Espírito Santo,UF,Total,Federal,87.0,11.0,2.0
2020,Espírito Santo,UF,Urbana,Federal,86.8,11.4,1.8
2020,Espírito Santo,UF,Rural,Federal,87.7,9.4,2.9
2020,Espírito Santo,UF,Total,Estadual,97.5,0.0,2.5
2020,Espírito Santo,UF,Urbana,Estadual,97.5,0.0,2.5
2020,Espírito Santo,UF,Rural,Estadual,98.7,0.0,1.3
2020,Espírito Santo,UF,Total,Municipal,100.0,0.0,0.0
2020,Espírito Santo,UF,Urbana,Municipal,,,
2020,Espírito Santo,UF,Rural,Municipal,100.0,0.0,0.0
2020,Espírito Santo,UF,Total,Privada,99.2,0.4,0.4
2020,Espírito Santo,UF,Urbana,Privada,99.6,0.4,0.0
2020,Espírito Santo,UF,Rural,Privada,95.7,0.7,3.6
2020,Espírito Santo,UF,Total,Pública,96.8,0.7,2.5
2020,Espírito Santo,UF,Urbana,Pública,96.9,0.6,2.5
2020,Espírito Santo,UF,Rural,Pública,95.1,3.1,1.8
2020,Rio de Janeiro,UF,Total,Total,91.7,7.8,0.5
2020,Rio de Janeiro,UF,Urbana,Total,91.6,7.9,0.5
2020,Rio de Janeiro,UF,Rural,Total,93.0,6.4,0.6
2020,Rio de Janeiro,UF,Total,Federal,92.6,6.3,1.1
2020,Rio de Janeiro,UF,Urbana,Federal,93.4,5.6,1.0
2020,Rio de Janeiro,UF,Rural,Federal,78.3,20.0,1.7
2020,Rio de Janeiro,UF,Total,Estadual,90.1,9.5,0.4
2020,Rio de Janeiro,UF,Urbana,Estadual,89.9,9.6,0.5
2020,Rio de Janeiro,UF,Rural,Estadual,93.3,6.2,0.5
2020,Rio de Janeiro,UF,Total,Municipal,94.2,2.7,3.1
2020,Rio de Janeiro,UF,Urbana,Municipal,94.2,2.7,3.1
2020,Rio de Janeiro,UF,Rural,Municipal,,,
2020,Rio de Janeiro,UF,Total,Privada,98.2,1.1,0.7
2020,Rio de Janeiro,UF,Urbana,Privada,98.2,1.1,0.7
2020,Rio de Janeiro,UF,Rural,Privada,98.1,1.4,0.5
2020,Rio de Janeiro,UF,Total,Pública,90.1,9.4,0.5
2020,Rio de Janeiro,UF,Urbana,Pública,90.1,9.5,0.4
2020,Rio de Janeiro,UF,Rural,Pública,92.7,6.7,0.6
2020,São Paulo,UF,Total,Total,97.8,1.8,0.4
2020,São Paulo,UF,Urbana,Total,97.8,1.7,0.5
2020,São Paulo,UF,Rural,Total,96.0,3.8,0.2
2020,São Paulo,UF,Total,Federal,95.2,4.7,0.1
2020,São Paulo,UF,Urbana,Federal,95.2,4.7,0.1
2020,São Paulo,UF,Total,Estadual,97.5,2.0,0.5
2020,São Paulo,UF,Urbana,Estadual,97.5,2.0,0.5
2020,São Paulo,UF,Rural,Estadual,95.7,4.1,0.2
2020,São Paulo,UF,Total,Municipal,99.0,0.8,0.2
2020,São Paulo,UF,Urbana,Municipal,99.0,0.8,0.2
2020,São Paulo,UF,Rural,Municipal,99.5,0.5,0.0
2020,São Paulo,UF,Total,Privada,99.6,0.4,0.0
2020,São Paulo,UF,Urbana,Privada,99.6,0.4,0.0
2020,São Paulo,UF,Rural,Privada,98.7,1.0,0.3
2020,São Paulo,UF,Total,Pública,97.5,2.0,0.5
2020,São Paulo,UF,Urbana,Pública,97.5,2.0,0.5
2020,São Paulo,UF,Rural,Pública,95.8,4.0,0.2
2020,Paraná,UF,Total,Total,92.4,4.5,3.1
2020,Paraná,UF,Urbana,Total,92.3,4.5,3.2
2020,Paraná,UF,Rural,Total,96.0,2.4,1.6
2020,Paraná,UF,Total,Federal,90.6,8.7,0.7
2020,Paraná,UF,Urbana,Federal,90.5,8.8,0.7
2020,Paraná,UF,Rural,Federal,91.7,8.3,0.0
2020,Paraná,UF,Total,Estadual,91.3,5.0,3.7
2020,Paraná,UF,Urbana,Estadual,91.1,5.2,3.7
2020,Paraná,UF,Rural,Estadual,96.0,2.4,1.6
2020,Paraná,UF,Total,Municipal,100.0,0.0,0.0
2020,Paraná,UF,Urbana,Municipal,,,
2020,Paraná,UF,Rural,Municipal,100.0,0.0,0.0
2020,Paraná,UF,Total,Privada,99.4,0.6,0.0
2020,Paraná,UF,Urbana,Privada,99.4,0.6,0.0
2020,Paraná,UF,Rural,Privada,98.2,1.1,0.7
2020,Paraná,UF,Total,Pública,91.3,5.1,3.6
2020,Paraná,UF,Urbana,Pública,91.1,5.2,3.7
2020,Paraná,UF,Rural,Pública,96.0,2.5,1.5
2020,Santa Catarina,UF,Total,Total,86.4,10.0,3.6
2020,Santa Catarina,UF,Urbana,Total,86.3,10.1,3.6
2020,Santa Catarina,UF,Rural,Total,89.9,6.7,3.4
2020,Santa Catarina,UF,Total,Federal,86.4,12.4,1.2
2020,Santa Catarina,UF,Urbana,Federal,86.8,11.9,1.3
2020,Santa Catarina,UF,Rural,Federal,81.8,18.1,0.1
2020,Santa Catarina,UF,Total,Estadual,84.5,11.3,4.2
2020,Santa Catarina,UF,Urbana,Estadual,84.3,11.4,4.3
2020,Santa Catarina,UF,Rural,Estadual,90.7,5.3,4.0
2020,Santa Catarina,UF,Total,Municipal,96.1,0.5,3.4
2020,Santa Catarina,UF,Urbana,Municipal,99.3,0.7,0.0
2020,Santa Catarina,UF,Rural,Municipal,88.4,0.0,11.6
2020,Santa Catarina,UF,Total,Privada,99.2,0.6,0.2
2020,Santa Catarina,UF,Urbana,Privada,99.2,0.6,0.2
2020,Santa Catarina,UF,Rural,Privada,100.0,0.0,0.0
2020,Santa Catarina,UF,Total,Pública,84.6,11.3,4.1
2020,Santa Catarina,UF,Urbana,Pública,84.5,11.5,4.0
2020,Santa Catarina,UF,Rural,Pública,89.4,7.0,3.6
2020,Rio Grande do Sul,UF,Total,Total,92.7,1.1,6.2
2020,Rio Grande do Sul,UF,Urbana,Total,92.8,1.0,6.2
2020,Rio Grande do Sul,UF,Rural,Total,90.4,4.1,5.5
2020,Rio Grande do Sul,UF,Total,Federal,89.5,9.0,1.5
2020,Rio Grande do Sul,UF,Urbana,Federal,91.6,6.6,1.8
2020,Rio Grande do Sul,UF,Rural,Federal,86.5,12.2,1.3
2020,Rio Grande do Sul,UF,Total,Estadual,91.9,1.0,7.1
2020,Rio Grande do Sul,UF,Urbana,Estadual,91.9,0.9,7.2
2020,Rio Grande do Sul,UF,Rural,Estadual,91.4,1.8,6.8
2020,Rio Grande do Sul,UF,Total,Municipal,96.6,0.6,2.8
2020,Rio Grande do Sul,UF,Urbana,Municipal,97.2,0.2,2.6
2020,Rio Grande do Sul,UF,Rural,Municipal,91.6,4.3,4.1
2020,Rio Grande do Sul,UF,Total,Privada,98.6,1.1,0.3
2020,Rio Grande do Sul,UF,Urbana,Privada,98.7,1.1,0.2
2020,Rio Grande do Sul,UF,Rural,Privada,89.2,4.4,6.4
2020,Rio Grande do Sul,UF,Total,Pública,91.9,1.1,7.0
2020,Rio Grande do Sul,UF,Urbana,Pública,92.0,1.0,7.0
2020,Rio Grande do Sul,UF,Rural,Pública,90.4,4.1,5.5
2020,Mato Grosso do Sul,UF,Total,Total,87.2,12.1,0.7
2020,Mato Grosso do Sul,UF,Urbana,Total,87.1,12.2,0.7
2020,Mato Grosso do Sul,UF,Rural,Total,87.5,11.0,1.5
2020,Mato Grosso do Sul,UF,Total,Federal,92.8,5.4,1.8
2020,Mato Grosso do Sul,UF,Urbana,Federal,95.0,3.7,1.3
2020,Mato Grosso do Sul,UF,Rural,Federal,82.7,13.5,3.8
2020,Mato Grosso do Sul,UF,Total,Estadual,85.6,13.7,0.7
2020,Mato Grosso do Sul,UF,Urbana,Estadual,85.4,13.9,0.7
2020,Mato Grosso do Sul,UF,Rural,Estadual,88.0,11.1,0.9
2020,Mato Grosso do Sul,UF,Total,Municipal,100.0,0.0,0.0
2020,Mato Grosso do Sul,UF,Urbana,Municipal,,,
2020,Mato Grosso do Sul,UF,Rural,Municipal,100.0,0.0,0.0
2020,Mato Grosso do Sul,UF,Total,Privada,98.8,0.8,0.4
2020,Mato Grosso do Sul,UF,Urbana,Privada,99.3,0.5,0.2
2020,Mato Grosso do Sul,UF,Rural,Privada,88.4,7.1,4.5
2020,Mato Grosso do Sul,UF,Total,Pública,86.0,13.2,0.8
2020,Mato Grosso do Sul,UF,Urbana,Pública,85.9,13.4,0.7
2020,Mato Grosso do Sul,UF,Rural,Pública,87.5,11.3,1.2
2020,Mato Grosso,UF,Total,Total,98.0,1.3,0.7
2020,Mato Grosso,UF,Urbana,Total,98.3,1.1,0.6
2020,Mato Grosso,UF,Rural,Total,96.1,2.6,1.3
2020,Mato Grosso,UF,Total,Federal,87.2,12.3,0.5
2020,Mato Grosso,UF,Urbana,Federal,89.1,10.3,0.6
2020,Mato Grosso,UF,Rural,Federal,81.0,18.7,0.3
2020,Mato Grosso,UF,Total,Estadual,98.7,0.6,0.7
2020,Mato Grosso,UF,Urbana,Estadual,98.8,0.6,0.6
2020,Mato Grosso,UF,Rural,Estadual,98.0,0.6,1.4
2020,Mato Grosso,UF,Total,Municipal,,,
2020,Mato Grosso,UF,Urbana,Municipal,,,
2020,Mato Grosso,UF,Rural,Municipal,,,
2020,Mato Grosso,UF,Total,Privada,99.0,0.6,0.4
2020,Mato Grosso,UF,Urbana,Privada,99.0,0.7,0.3
2020,Mato Grosso,UF,Rural,Privada,100.0,0.0,0.0
2020,Mato Grosso,UF,Total,Pública,97.9,1.3,0.8
2020,Mato Grosso,UF,Urbana,Pública,98.2,1.1,0.7
2020,Mato Grosso,UF,Rural,Pública,96.0,2.6,1.4
2020,Goiás,UF,Total,Total,96.1,2.2,1.7
2020,Goiás,UF,Urbana,Total,96.2,2.1,1.7
2020,Goiás,UF,Rural,Total,89.5,5.4,5.1
2020,Goiás,UF,Total,Federal,83.5,11.7,4.8
2020,Goiás,UF,Urbana,Federal,87.3,10.6,2.1
2020,Goiás,UF,Rural,Federal,68.7,16.1,15.2
2020,Goiás,UF,Total,Estadual,96.2,2.0,1.8
2020,Goiás,UF,Urbana,Estadual,96.2,2.0,1.8
2020,Goiás,UF,Rural,Estadual,96.6,1.7,1.7
2020,Goiás,UF,Total,Municipal,89.3,7.9,2.8
2020,Goiás,UF,Urbana,Municipal,88.3,8.9,2.8
2020,Goiás,UF,Rural,Municipal,97.4,0.0,2.6
2020,Goiás,UF,Total,Privada,98.4,1.1,0.5
2020,Goiás,UF,Urbana,Privada,98.5,1.1,0.4
2020,Goiás,UF,Rural,Privada,95.9,2.4,1.7
2020,Goiás,UF,Total,Pública,95.8,2.3,1.9
2020,Goiás,UF,Urbana,Pública,95.9,2.3,1.8
2020,Goiás,UF,Rural,Pública,88.5,5.9,5.6
2020,Distrito Federal,UF,Total,Total,87.4,12.0,0.6
2020,Distrito Federal,UF,Urbana,Total,87.5,11.9,0.6
2020,Distrito Federal,UF,Rural,Total,85.5,14.5,0.0
2020,Distrito Federal,UF,Total,Federal,88.5,9.9,1.6
2020,Distrito Federal,UF,Urbana,Federal,90.5,7.6,1.9
2020,Distrito Federal,UF,Rural,Federal,78.0,22.0,0.0
2020,Distrito Federal,UF,Total,Estadual,83.8,15.5,0.7
2020,Distrito Federal,UF,Urbana,Estadual,83.7,15.6,0.7
2020,Distrito Federal,UF,Rural,Estadual,85.9,14.1,0.0
2020,Distrito Federal,UF,Total,Privada,99.5,0.5,0.0
2020,Distrito Federal,UF,Urbana,Privada,99.5,0.5,0.0
2020,Distrito Federal,UF,Rural,Privada,100.0,0.0,0.0
2020,Distrito Federal,UF,Total,Pública,84.0,15.3,0.7
2020,Distrito Federal,UF,Urbana,Pública,84.0,15.3,0.7
2020,Distrito Federal,UF,Rural,Pública,84.2,15.8,0.0
2021,Brasil,Brasil,Total,Total,90.8,4.2,5.0
2021,Brasil,Brasil,Urbana,Total,91.0,4.2,4.8
2021,Brasil,Brasil,Rural,Total,87.9,5.3,6.8
2021,Brasil,Brasil,Total,Federal,86.4,11.7,1.9
2021,Brasil,Brasil,Urbana,Federal,87.2,10.9,1.9
2021,Brasil,Brasil,Rural,Federal,80.7,16.8,2.5
2021,Brasil,Brasil,Total,Estadual,89.8,4.4,5.8
2021,Brasil,Brasil,Urbana,Estadual,89.9,4.4,5.7
2021,Brasil,Brasil,Rural,Estadual,88.4,4.5,7.1
2021,Brasil,Brasil,Total,Municipal,93.7,3.4,2.9
2021,Brasil,Brasil,Urbana,Municipal,94.4,3.1,2.5
2021,Brasil,Brasil,Rural,Municipal,87.7,5.1,7.2
2021,Brasil,Brasil,Total,Privada,98.5,1.3,0.2
2021,Brasil,Brasil,Urbana,Privada,98.6,1.2,0.2
2021,Brasil,Brasil,Rural,Privada,91.2,3.1,5.7
2021,Brasil,Brasil,Total,Pública,89.8,4.6,5.6
2021,Brasil,Brasil,Urbana,Pública,89.9,4.6,5.5
2021,Brasil,Brasil,Rural,Pública,87.8,5.3,6.9
2021,Norte,Regiao,Total,Total,81.9,8.0,10.1
2021,Norte,Regiao,Urbana,Total,81.7,8.3,10.0
2021,Norte,Regiao,Rural,Total,83.6,6.0,10.4
2021,Norte,Regiao,Total,Federal,85.3,12.3,2.4
2021,Norte,Regiao,Urbana,Federal,86.5,11.4,2.1
2021,Norte,Regiao,Rural,Federal,78.3,17.8,3.9
2021,Norte,Regiao,Total,Estadual,80.8,8.2,11.0
2021,Norte,Regiao,Urbana,Estadual,80.3,8.7,11.0
2021,Norte,Regiao,Rural,Estadual,83.6,5.6,10.8
2021,Norte,Regiao,Total,Municipal,97.3,0.0,2.7
2021,Norte,Regiao,Urbana,Municipal,97.3,0.0,2.7
2021,Norte,Regiao,Rural,Municipal,,,
2021,Norte,Regiao,Total,Privada,98.1,1.6,0.3
2021,Norte,Regiao,Urbana,Privada,98.3,1.5,0.2
2021,Norte,Regiao,Rural,Privada,92.6,2.5,4.9
2021,Norte,Regiao,Total,Pública,80.9,8.4,10.7
2021,Norte,Regiao,Urbana,Pública,80.5,8.8,10.7
2021,Norte,Regiao,Rural,Pública,83.4,6.0,10.6
2021,Nordeste,Regiao,Total,Total,91.0,2.7,6.3
2021,Nordeste,Regiao,Urbana,Total,91.2,2.7,6.1
2021,Nordeste,Regiao,Rural,Total,88.7,3.7,7.6
2021,Nordeste,Regiao,Total,Federal,84.8,12.6,2.6
2021,Nordeste,Regiao,Urbana,Federal,85.3,12.0,2.7
2021,Nordeste,Regiao,Rural,Federal,80.6,17.0,2.4
2021,Nordeste,Regiao,Total,Estadual,90.5,2.5,7.0
2021,Nordeste,Regiao,Urbana,Estadual,90.6,2.5,6.9
2021,Nordeste,Regiao,Rural,Estadual,89.4,2.8,7.8
2021,Nordeste,Regiao,Total,Municipal,85.0,4.8,10.2
2021,Nordeste,Regiao,Urbana,Municipal,84.5,2.9,12.6
2021,Nordeste,Regiao,Rural,Municipal,85.2,6.1,8.7
2021,Nordeste,Regiao,Total,Privada,98.1,1.2,0.7
2021,Nordeste,Regiao,Urbana,Privada,98.5,1.2,0.3
2021,Nordeste,Regiao,Rural,Privada,84.2,4.1,11.7
2021,Nordeste,Regiao,Total,Pública,90.3,2.9,6.8
2021,Nordeste,Regiao,Urbana,Pública,90.5,2.8,6.7
2021,Nordeste,Regiao,Rural,Pública,88.9,3.6,7.5
2021,Sudeste,Regiao,Total,Total,93.8,3.2,3.0
2021,Sudeste,Regiao,Urbana,Total,93.8,3.2,3.0
2021,Sudeste,Regiao,Rural,Total,94.3,3.6,2.1
2021,Sudeste,Regiao,Total,Federal,90.3,8.7,1.0
2021,Sudeste,Regiao,Urbana,Federal,90.9,8.1,1.0
2021,Sudeste,Regiao,Rural,Federal,85.5,12.8,1.7
2021,Sudeste,Regiao,Total,Estadual,92.9,3.5,3.6
2021,Sudeste,Regiao,Urbana,Estadual,92.9,3.5,3.6
2021,Sudeste,Regiao,Rural,Estadual,95.4,2.5,2.1
2021,Sudeste,Regiao,Total,Municipal,96.0,2.8,1.2
2021,Sudeste,Regiao,Urbana,Municipal,96.0,2.9,1.1
2021,Sudeste,Regiao,Rural,Municipal,96.7,2.3,1.0
2021,Sudeste,Regiao,Total,Privada,98.7,1.2,0.1
2021,Sudeste,Regiao,Urbana,Privada,98.7,1.2,0.1
2021,Sudeste,Regiao,Rural,Privada,95.3,2.2,2.5
2021,Sudeste,Regiao,Total,Pública,92.9,3.6,3.5
2021,Sudeste,Regiao,Urbana,Pública,92.9,3.6,3.5
2021,Sudeste,Regiao,Rural,Pública,94.2,3.7,2.1
2021,Sul,Regiao,Total,Total,89.4,4.9,5.7
2021,Sul,Regiao,Urbana,Total,89.4,4.9,5.7
2021,Sul,Regiao,Rural,Total,91.6,4.1,4.3
2021,Sul,Regiao,Total,Federal,86.5,11.4,2.1
2021,Sul,Regiao,Urbana,Federal,86.6,11.5,1.9
2021,Sul,Regiao,Rural,Federal,86.0,11.0,3.0
2021,Sul,Regiao,Total,Estadual,88.2,5.1,6.7
2021,Sul,Regiao,Urbana,Estadual,88.0,5.2,6.8
2021,Sul,Regiao,Rural,Estadual,92.2,3.2,4.6
2021,Sul,Regiao,Total,Municipal,86.8,5.3,7.9
2021,Sul,Regiao,Urbana,Municipal,86.2,5.6,8.2
2021,Sul,Regiao,Rural,Municipal,90.4,3.2,6.4
2021,Sul,Regiao,Total,Privada,98.3,1.5,0.2
2021,Sul,Regiao,Urbana,Privada,98.3,1.5,0.2
2021,Sul,Regiao,Rural,Privada,95.5,3.1,1.4
2021,Sul,Regiao,Total,Pública,88.1,5.4,6.5
2021,Sul,Regiao,Urbana,Pública,88.0,5.4,6.6
2021,Sul,Regiao,Rural,Pública,91.4,4.1,4.5
2021,Centro-Oeste,Regiao,Total,Total,89.5,8.3,2.2
2021,Centro-Oeste,Regiao,Urbana,Total,89.9,7.9,2.2
2021,Centro-Oeste,Regiao,Rural,Total,82.6,14.3,3.1
2021,Centro-Oeste,Regiao,Total,Federal,82.0,16.6,1.4
2021,Centro-Oeste,Regiao,Urbana,Federal,84.9,13.9,1.2
2021,Centro-Oeste,Regiao,Rural,Federal,70.4,27.5,2.1
2021,Centro-Oeste,Regiao,Total,Estadual,88.4,9.0,2.6
2021,Centro-Oeste,Regiao,Urbana,Estadual,88.7,8.8,2.5
2021,Centro-Oeste,Regiao,Rural,Estadual,83.8,12.9,3.3
2021,Centro-Oeste,Regiao,Total,Municipal,86.8,6.2,7.0
2021,Centro-Oeste,Regiao,Urbana,Municipal,84.5,7.6,7.9
2021,Centro-Oeste,Regiao,Rural,Municipal,92.8,2.7,4.5
2021,Centro-Oeste,Regiao,Total,Privada,98.6,1.2,0.2
2021,Centro-Oeste,Regiao,Urbana,Privada,98.7,1.2,0.1
2021,Centro-Oeste,Regiao,Rural,Privada,95.7,2.8,1.5
2021,Centro-Oeste,Regiao,Total,Pública,88.1,9.3,2.6
2021,Centro-Oeste,Regiao,Urbana,Pública,88.5,9.0,2.5
2021,Centro-Oeste,Regiao,Rural,Pública,82.1,14.8,3.1
2021,Rondônia,UF,Total,Total,88.4,6.6,5.0
2021,Rondônia,UF,Urbana,Total,88.7,6.5,4.8
2021,Rondônia,UF,Rural,Total,83.5,8.4,8.1
2021,Rondônia,UF,Total,Federal,84.1,15.0,0.9
2021,Rondônia,UF,Urbana,Federal,86.5,13.3,0.2
2021,Rondônia,UF,Rural,Federal,78.0,19.5,2.5
2021,Rondônia,UF,Total,Estadual,88.3,6.2,5.5
2021,Rondônia,UF,Urbana,Estadual,88.5,6.3,5.2
2021,Rondônia,UF,Rural,Estadual,84.2,4.1,11.7
2021,Rondônia,UF,Total,Municipal,,,
2021,Rondônia,UF,Urbana,Municipal,,,
2021,Rondônia,UF,Rural,Municipal,,,
2021,Rondônia,UF,Total,Privada,94.6,4.0,1.4
2021,Rondônia,UF,Urbana,Privada,95.4,4.5,0.1
2021,Rondônia,UF,Rural,Privada,91.0,1.6,7.4
2021,Rondônia,UF,Total,Pública,88.0,6.8,5.2
2021,Rondônia,UF,Urbana,Pública,88.4,6.6,5.0
2021,Rondônia,UF,Rural,Pública,81.9,9.9,8.2
2021,Acre,UF,Total,Total,86.4,7.4,6.2
2021,Acre,UF,Urbana,Total,86.1,9.1,4.8
2021,Acre,UF,Rural,Total,87.2,2.1,10.7
2021,Acre,UF,Total,Federal,84.1,14.5,1.4
2021,Acre,UF,Urbana,Federal,84.1,14.5,1.4
2021,Acre,UF,Total,Estadual,85.9,7.4,6.7
2021,Acre,UF,Urbana,Estadual,85.5,9.3,5.2
2021,Acre,UF,Rural,Estadual,87.2,2.1,10.7
2021,Acre,UF,Total,Municipal,,,
2021,Acre,UF,Urbana,Municipal,,,
2021,Acre,UF,Rural,Municipal,,,
2021,Acre,UF,Total,Privada,98.9,0.9,0.2
2021,Acre,UF,Urbana,Privada,98.9,0.9,0.2
2021,Acre,UF,Total,Pública,85.8,7.7,6.5
2021,Acre,UF,Urbana,Pública,85.4,9.6,5.0
2021,Acre,UF,Rural,Pública,87.2,2.1,10.7
2021,Amazonas,UF,Total,Total,91.6,2.9,5.5
2021,Amazonas,UF,Urbana,Total,91.6,2.9,5.5
2021,Amazonas,UF,Rural,Total,91.8,2.6,5.6
2021,Amazonas,UF,Total,Federal,87.2,11.6,1.2
2021,Amazonas,UF,Urbana,Federal,87.0,11.8,1.2
2021,Amazonas,UF,Rural,Federal,89.0,9.7,1.3
2021,Amazonas,UF,Total,Estadual,91.5,2.6,5.9
2021,Amazonas,UF,Urbana,Estadual,91.4,2.6,6.0
2021,Amazonas,UF,Rural,Estadual,91.9,2.5,5.6
2021,Amazonas,UF,Total,Municipal,,,
2021,Amazonas,UF,Urbana,Municipal,,,
2021,Amazonas,UF,Rural,Municipal,,,
2021,Amazonas,UF,Total,Privada,96.8,3.0,0.2
2021,Amazonas,UF,Urbana,Privada,96.8,3.0,0.2
2021,Amazonas,UF,Rural,Privada,98.2,1.8,0.0
2021,Amazonas,UF,Total,Pública,91.4,2.9,5.7
2021,Amazonas,UF,Urbana,Pública,91.3,2.9,5.8
2021,Amazonas,UF,Rural,Pública,91.8,2.6,5.6
2021,Roraima,UF,Total,Total,86.7,8.5,4.8
2021,Roraima,UF,Urbana,Total,85.8,9.4,4.8
2021,Roraima,UF,Rural,Total,89.8,5.2,5.0
2021,Roraima,UF,Total,Federal,87.5,11.8,0.7
2021,Roraima,UF,Urbana,Federal,94.1,5.3,0.6
2021,Roraima,UF,Rural,Federal,79.2,20.0,0.8
2021,Roraima,UF,Total,Estadual,86.1,8.6,5.3
2021,Roraima,UF,Urbana,Estadual,84.7,10.1,5.2
2021,Roraima,UF,Rural,Estadual,91.1,3.2,5.7
2021,Roraima,UF,Total,Municipal,,,
2021,Roraima,UF,Urbana,Municipal,,,
2021,Roraima,UF,Rural,Municipal,,,
2021,Roraima,UF,Total,Privada,98.3,1.7,0.0
2021,Roraima,UF,Urbana,Privada,98.3,1.7,0.0
2021,Roraima,UF,Rural,Privada,100.0,0.0,0.0
2021,Roraima,UF,Total,Pública,86.1,8.8,5.1
2021,Roraima,UF,Urbana,Pública,85.1,9.9,5.0
2021,Roraima,UF,Rural,Pública,89.7,5.2,5.1
2021,Pará,UF,Total,Total,73.3,11.1,15.6
2021,Pará,UF,Urbana,Total,73.0,11.5,15.5
2021,Pará,UF,Rural,Total,75.4,8.3,16.3
2021,Pará,UF,Total,Federal,87.1,7.8,5.1
2021,Pará,UF,Urbana,Federal,88.3,7.7,4.0
2021,Pará,UF,Rural,Federal,53.4,8.8,37.8
2021,Pará,UF,Total,Estadual,71.0,12.0,17.0
2021,Pará,UF,Urbana,Estadual,70.3,12.6,17.1
2021,Pará,UF,Rural,Estadual,75.4,8.3,16.3
2021,Pará,UF,Total,Municipal,97.3,0.0,2.7
2021,Pará,UF,Urbana,Municipal,97.3,0.0,2.7
2021,Pará,UF,Rural,Municipal,,,
2021,Pará,UF,Total,Privada,98.8,0.8,0.4
2021,Pará,UF,Urbana,Privada,98.9,0.8,0.3
2021,Pará,UF,Rural,Privada,92.2,1.6,6.2
2021,Pará,UF,Total,Pública,71.3,11.9,16.8
2021,Pará,UF,Urbana,Pública,70.7,12.4,16.9
2021,Pará,UF,Rural,Pública,75.3,8.3,16.4
2021,Amapá,UF,Total,Total,77.1,15.4,7.5
2021,Amapá,UF,Urbana,Total,77.0,15.7,7.3
2021,Amapá,UF,Rural,Total,77.6,13.8,8.6
2021,Amapá,UF,Total,Federal,85.1,14.0,0.9
2021,Amapá,UF,Urbana,Federal,85.1,14.0,0.9
2021,Amapá,UF,Total,Estadual,74.8,16.7,8.5
2021,Amapá,UF,Urbana,Estadual,74.4,17.2,8.4
2021,Amapá,UF,Rural,Estadual,76.9,14.1,9.0
2021,Amapá,UF,Total,Municipal,,,
2021,Amapá,UF,Urbana,Municipal,,,
2021,Amapá,UF,Rural,Municipal,,,
2021,Amapá,UF,Total,Privada,98.2,1.4,0.4
2021,Amapá,UF,Urbana,Privada,98.9,0.9,0.2
2021,Amapá,UF,Rural,Privada,91.2,6.6,2.2
2021,Amapá,UF,Total,Pública,75.3,16.5,8.2
2021,Amapá,UF,Urbana,Pública,75.0,17.0,8.0
2021,Amapá,UF,Rural,Pública,76.9,14.1,9.0
2021,Tocantins,UF,Total,Total,93.7,3.0,3.3
2021,Tocantins,UF,Urbana,Total,94.1,2.6,3.3
2021,Tocantins,UF,Rural,Total,89.5,7.4,3.1
2021,Tocantins,UF,Total,Federal,78.7,18.9,2.4
2021,Tocantins,UF,Urbana,Federal,78.9,17.7,3.4
2021,Tocantins,UF,Rural,Federal,78.0,21.9,0.1
2021,Tocantins,UF,Total,Estadual,94.2,2.3,3.5
2021,Tocantins,UF,Urbana,Estadual,94.4,2.1,3.5
2021,Tocantins,UF,Rural,Estadual,91.2,5.1,3.7
2021,Tocantins,UF,Total,Municipal,,,
2021,Tocantins,UF,Urbana,Municipal,,,
2021,Tocantins,UF,Rural,Municipal,,,
2021,Tocantins,UF,Total,Privada,98.4,1.4,0.2
2021,Tocantins,UF,Urbana,Privada,98.6,1.3,0.1
2021,Tocantins,UF,Rural,Privada,96.0,3.6,0.4
2021,Tocantins,UF,Total,Pública,93.5,3.1,3.4
2021,Tocantins,UF,Urbana,Pública,93.9,2.7,3.4
2021,Tocantins,UF,Rural,Pública,89.2,7.6,3.2
2021,Maranhão,UF,Total,Total,89.1,4.5,6.4
2021,Maranhão,UF,Urbana,Total,89.6,4.3,6.1
2021,Maranhão,UF,Rural,Total,86.0,5.3,8.7
2021,Maranhão,UF,Total,Federal,79.8,17.7,2.5
2021,Maranhão,UF,Urbana,Federal,80.6,17.6,1.8
2021,Maranhão,UF,Rural,Federal,77.4,18.0,4.6
2021,Maranhão,UF,Total,Estadual,89.0,4.1,6.9
