ano,unidade_geografica,nivel_geografico,localizacao,dependencia,taxa_aprovacao,taxa_reprovacao,taxa_abandono
2019,Brasil,Brasil,Total,Total,86.1,9.1,4.8
2019,Brasil,Brasil,Urbana,Total,86.1,9.2,4.7
2019,Brasil,Brasil,Rural,Total,85.8,7.5,6.7
2019,Brasil,Brasil,Total,Federal,88.5,9.8,1.7
2019,Brasil,Brasil,Urbana,Federal,88.4,9.9,1.7
2019,Brasil,Brasil,Rural,Federal,89.6,9.1,1.3
2019,Brasil,Brasil,Total,Estadual,84.5,10.0,5.5
2019,Brasil,Brasil,Urbana,Estadual,84.5,10.1,5.4
2019,Brasil,Brasil,Rural,Estadual,85.1,7.6,7.3
2019,Brasil,Brasil,Total,Municipal,88.7,7.4,3.9
2019,Brasil,Brasil,Urbana,Municipal,88.9,7.6,3.5
2019,Brasil,Brasil,Rural,Municipal,86.7,5.2,8.1
2019,Brasil,Brasil,Total,Privada,96.4,3.4,0.2
2019,Brasil,Brasil,Urbana,Privada,96.4,3.4,0.2
2019,Brasil,Brasil,Rural,Privada,94.4,3.2,2.4
2019,Brasil,Brasil,Total,Pública,84.7,10.0,5.3
2019,Brasil,Brasil,Urbana,Pública,84.6,10.1,5.3
2019,Brasil,Brasil,Rural,Pública,85.5,7.7,6.8
2019,Norte,Regiao,Total,Total,81.5,9.5,9.0
2019,Norte,Regiao,Urbana,Total,81.5,9.8,8.7
2019,Norte,Regiao,Rural,Total,81.7,7.1,11.2
2019,Norte,Regiao,Total,Federal,89.6,8.7,1.7
2019,Norte,Regiao,Urbana,Federal,89.4,8.8,1.8
2019,Norte,Regiao,Rural,Federal,90.7,8.2,1.1
2019,Norte,Regiao,Total,Estadual,80.2,10.0,9.8
2019,Norte,Regiao,Urbana,Estadual,80.0,10.4,9.6
2019,Norte,Regiao,Rural,Estadual,81.2,7.1,11.7
2019,Norte,Regiao,Total,Municipal,60.0,35.8,4.2
2019,Norte,Regiao,Urbana,Municipal,60.0,35.8,4.2
2019,Norte,Regiao,Rural,Municipal,,,
2019,Norte,Regiao,Total,Privada,96.5,3.1,0.4
2019,Norte,Regiao,Urbana,Privada,96.6,3.1,0.3
2019,Norte,Regiao,Rural,Privada,92.5,3.1,4.4
2019,Norte,Regiao,Total,Pública,80.5,9.9,9.6
2019,Norte,Regiao,Urbana,Pública,80.3,10.3,9.4
2019,Norte,Regiao,Rural,Pública,81.5,7.1,11.4
2019,Nordeste,Regiao,Total,Total,86.3,8.5,5.2
2019,Nordeste,Regiao,Urbana,Total,86.3,8.6,5.1
2019,Nordeste,Regiao,Rural,Total,86.6,7.2,6.2
2019,Nordeste,Regiao,Total,Federal,86.1,11.4,2.5
2019,Nordeste,Regiao,Urbana,Federal,85.8,11.7,2.5
2019,Nordeste,Regiao,Rural,Federal,88.3,9.5,2.2
2019,Nordeste,Regiao,Total,Estadual,85.3,8.9,5.8
2019,Nordeste,Regiao,Urbana,Estadual,85.2,9.1,5.7
2019,Nordeste,Regiao,Rural,Estadual,86.2,7.2,6.6
2019,Nordeste,Regiao,Total,Municipal,82.2,6.2,11.6
2019,Nordeste,Regiao,Urbana,Municipal,79.5,7.4,13.1
2019,Nordeste,Regiao,Rural,Municipal,84.9,5.0,10.1
2019,Nordeste,Regiao,Total,Privada,95.6,3.9,0.5
2019,Nordeste,Regiao,Urbana,Privada,95.6,3.9,0.5
2019,Nordeste,Regiao,Rural,Privada,93.2,3.2,3.6
2019,Nordeste,Regiao,Total,Pública,85.3,9.0,5.7
2019,Nordeste,Regiao,Urbana,Pública,85.2,9.2,5.6
2019,Nordeste,Regiao,Rural,Pública,86.4,7.3,6.3
2019,Sudeste,Regiao,Total,Total,88.1,8.5,3.4
2019,Sudeste,Regiao,Urbana,Total,88.0,8.5,3.5
2019,Sudeste,Regiao,Rural,Total,91.8,5.8,2.4
2019,Sudeste,Regiao,Total,Federal,89.9,8.9,1.2
2019,Sudeste,Regiao,Urbana,Federal,89.8,9.0,1.2
2019,Sudeste,Regiao,Rural,Federal,90.8,8.4,0.8
2019,Sudeste,Regiao,Total,Estadual,86.4,9.5,4.1
2019,Sudeste,Regiao,Urbana,Estadual,86.3,9.5,4.2
2019,Sudeste,Regiao,Rural,Estadual,91.6,5.7,2.7
2019,Sudeste,Regiao,Total,Municipal,91.8,6.4,1.8
2019,Sudeste,Regiao,Urbana,Municipal,91.7,6.4,1.9
2019,Sudeste,Regiao,Rural,Municipal,93.9,4.6,1.5
2019,Sudeste,Regiao,Total,Privada,96.6,3.3,0.1
2019,Sudeste,Regiao,Urbana,Privada,96.6,3.3,0.1
2019,Sudeste,Regiao,Rural,Privada,95.6,3.3,1.1
2019,Sudeste,Regiao,Total,Pública,86.6,9.4,4.0
2019,Sudeste,Regiao,Urbana,Pública,86.5,9.5,4.0
2019,Sudeste,Regiao,Rural,Pública,91.5,6.1,2.4
2019,Sul,Regiao,Total,Total,84.0,11.7,4.3
2019,Sul,Regiao,Urbana,Total,83.8,11.8,4.4
2019,Sul,Regiao,Rural,Total,87.8,8.7,3.5
2019,Sul,Regiao,Total,Federal,89.1,9.5,1.4
2019,Sul,Regiao,Urbana,Federal,89.0,9.6,1.4
2019,Sul,Regiao,Rural,Federal,90.1,8.9,1.0
2019,Sul,Regiao,Total,Estadual,81.8,13.1,5.1
2019,Sul,Regiao,Urbana,Estadual,81.6,13.3,5.1
2019,Sul,Regiao,Rural,Estadual,87.3,8.9,3.8
2019,Sul,Regiao,Total,Municipal,75.9,15.7,8.4
2019,Sul,Regiao,Urbana,Municipal,74.5,16.9,8.6
2019,Sul,Regiao,Rural,Municipal,88.1,5.0,6.9
2019,Sul,Regiao,Total,Privada,96.6,3.1,0.3
2019,Sul,Regiao,Urbana,Privada,96.7,3.1,0.2
2019,Sul,Regiao,Rural,Privada,95.6,2.9,1.5
2019,Sul,Regiao,Total,Pública,82.1,13.0,4.9
2019,Sul,Regiao,Urbana,Pública,81.8,13.1,5.1
2019,Sul,Regiao,Rural,Pública,87.6,8.8,3.6
2019,Centro-Oeste,Regiao,Total,Total,85.2,10.0,4.8
2019,Centro-Oeste,Regiao,Urbana,Total,85.4,9.9,4.7
2019,Centro-Oeste,Regiao,Rural,Total,80.8,12.1,7.1
2019,Centro-Oeste,Regiao,Total,Federal,90.5,8.3,1.2
2019,Centro-Oeste,Regiao,Urbana,Federal,91.0,7.7,1.3
2019,Centro-Oeste,Regiao,Rural,Federal,88.9,10.2,0.9
2019,Centro-Oeste,Regiao,Total,Estadual,83.1,11.1,5.8
2019,Centro-Oeste,Regiao,Urbana,Estadual,83.4,11.0,5.6
2019,Centro-Oeste,Regiao,Rural,Estadual,78.4,12.9,8.7
2019,Centro-Oeste,Regiao,Total,Municipal,89.9,5.9,4.2
2019,Centro-Oeste,Regiao,Urbana,Municipal,90.4,4.7,4.9
2019,Centro-Oeste,Regiao,Rural,Municipal,88.9,8.4,2.7
2019,Centro-Oeste,Regiao,Total,Privada,96.6,3.2,0.2
2019,Centro-Oeste,Regiao,Urbana,Privada,96.6,3.2,0.2
2019,Centro-Oeste,Regiao,Rural,Privada,96.2,3.1,0.7
2019,Centro-Oeste,Regiao,Total,Pública,83.4,11.0,5.6
2019,Centro-Oeste,Regiao,Urbana,Pública,83.7,10.9,5.4
2019,Centro-Oeste,Regiao,Rural,Pública,80.2,12.5,7.3
2019,Rondônia,UF,Total,Total,86.4,8.0,5.6
2019,Rondônia,UF,Urbana,Total,86.3,8.2,5.5
2019,Rondônia,UF,Rural,Total,87.8,4.9,7.3
2019,Rondônia,UF,Total,Federal,92.9,6.6,0.5
2019,Rondônia,UF,Urbana,Federal,92.7,7.0,0.3
2019,Rondônia,UF,Rural,Federal,93.8,5.7,0.5
2019,Rondônia,UF,Total,Estadual,85.3,8.3,6.4
2019,Rondônia,UF,Urbana,Estadual,85.4,8.4,6.2
2019,Rondônia,UF,Rural,Estadual,80.8,5.1,14.1
2019,Rondônia,UF,Total,Municipal,,,
2019,Rondônia,UF,Urbana,Municipal,,,
2019,Rondônia,UF,Rural,Municipal,,,
2019,Rondônia,UF,Total,Privada,94.1,5.2,0.7
2019,Rondônia,UF,Urbana,Privada,94.0,5.6,0.4
2019,Rondônia,UF,Rural,Privada,94.4,3.3,2.3
2019,Rondônia,UF,Total,Pública,85.9,8.2,5.9
2019,Rondônia,UF,Urbana,Pública,85.9,8.3,5.8
2019,Rondônia,UF,Rural,Pública,86.1,5.4,8.5
2019,Acre,UF,Total,Total,82.8,10.8,6.4
2019,Acre,UF,Urbana,Total,81.6,12.7,5.7
2019,Acre,UF,Rural,Total,87.6,3.5,8.9
2019,Acre,UF,Total,Federal,90.8,7.4,1.8
2019,Acre,UF,Urbana,Federal,90.8,7.4,1.8
2019,Acre,UF,Total,Estadual,81.8,11.3,6.9
2019,Acre,UF,Urbana,Estadual,80.1,13.6,6.3
2019,Acre,UF,Rural,Estadual,87.6,3.5,8.9
2019,Acre,UF,Total,Municipal,,,
2019,Acre,UF,Urbana,Municipal,,,
2019,Acre,UF,Rural,Municipal,,,
2019,Acre,UF,Total,Privada,96.8,3.1,0.1
2019,Acre,UF,Urbana,Privada,96.8,3.1,0.1
2019,Acre,UF,Total,Pública,82.2,11.1,6.7
2019,Acre,UF,Urbana,Pública,80.7,13.3,6.0
2019,Acre,UF,Rural,Pública,87.6,3.5,8.9
2019,Amazonas,UF,Total,Total,82.9,6.9,10.2
2019,Amazonas,UF,Urbana,Total,82.8,7.2,10.0
2019,Amazonas,UF,Rural,Total,83.5,5.7,10.8
2019,Amazonas,UF,Total,Federal,88.3,10.9,0.8
2019,Amazonas,UF,Urbana,Federal,88.3,10.8,0.9
2019,Amazonas,UF,Rural,Federal,87.7,12.3,0.0
2019,Amazonas,UF,Total,Estadual,82.3,6.9,10.8
2019,Amazonas,UF,Urbana,Estadual,82.0,7.2,10.8
2019,Amazonas,UF,Rural,Estadual,83.4,5.6,11.0
2019,Amazonas,UF,Total,Municipal,,,
2019,Amazonas,UF,Urbana,Municipal,,,
2019,Amazonas,UF,Rural,Municipal,,,
2019,Amazonas,UF,Total,Privada,96.0,3.8,0.2
2019,Amazonas,UF,Urbana,Privada,96.1,3.8,0.1
2019,Amazonas,UF,Rural,Privada,89.1,10.9,0.0
2019,Amazonas,UF,Total,Pública,82.4,7.0,10.6
2019,Amazonas,UF,Urbana,Pública,82.2,7.3,10.5
2019,Amazonas,UF,Rural,Pública,83.5,5.7,10.8
2019,Roraima,UF,Total,Total,83.8,9.1,7.1
2019,Roraima,UF,Urbana,Total,83.4,10.5,6.1
2019,Roraima,UF,Rural,Total,85.5,3.3,11.2
2019,Roraima,UF,Total,Federal,93.4,4.9,1.7
2019,Roraima,UF,Urbana,Federal,92.4,5.9,1.7
2019,Roraima,UF,Rural,Federal,96.0,2.3,1.7
2019,Roraima,UF,Total,Estadual,82.3,9.8,7.9
2019,Roraima,UF,Urbana,Estadual,81.9,11.3,6.8
2019,Roraima,UF,Rural,Estadual,84.1,3.4,12.5
2019,Roraima,UF,Total,Municipal,,,
2019,Roraima,UF,Urbana,Municipal,,,
2019,Roraima,UF,Rural,Municipal,,,
2019,Roraima,UF,Total,Privada,96.1,3.8,0.1
2019,Roraima,UF,Urbana,Privada,96.0,3.9,0.1
2019,Roraima,UF,Rural,Privada,100.0,0.0,0.0
2019,Roraima,UF,Total,Pública,83.2,9.4,7.4
2019,Roraima,UF,Urbana,Pública,82.6,10.9,6.5
2019,Roraima,UF,Rural,Pública,85.4,3.3,11.3
2019,Pará,UF,Total,Total,78.6,11.3,10.1
2019,Pará,UF,Urbana,Total,78.7,11.5,9.8
2019,Pará,UF,Rural,Total,77.8,8.9,13.3
2019,Pará,UF,Total,Federal,88.5,7.9,3.6
2019,Pará,UF,Urbana,Federal,88.7,7.6,3.7
2019,Pará,UF,Rural,Federal,82.5,16.4,1.1
2019,Pará,UF,Total,Estadual,76.8,12.1,11.1
2019,Pará,UF,Urbana,Estadual,76.7,12.5,10.8
2019,Pará,UF,Rural,Estadual,77.6,9.0,13.4
2019,Pará,UF,Total,Municipal,60.0,35.8,4.2
2019,Pará,UF,Urbana,Municipal,60.0,35.8,4.2
2019,Pará,UF,Rural,Municipal,,,
2019,Pará,UF,Total,Privada,97.0,2.5,0.5
2019,Pará,UF,Urbana,Privada,97.1,2.5,0.4
2019,Pará,UF,Rural,Privada,91.6,2.6,5.8
2019,Pará,UF,Total,Pública,77.0,12.0,11.0
2019,Pará,UF,Urbana,Pública,76.9,12.4,10.7
2019,Pará,UF,Rural,Pública,77.6,9.0,13.4
2019,Amapá,UF,Total,Total,79.3,11.0,9.7
2019,Amapá,UF,Urbana,Total,79.8,10.9,9.3
2019,Amapá,UF,Rural,Total,75.5,12.3,12.2
2019,Amapá,UF,Total,Federal,92.1,7.2,0.7
2019,Amapá,UF,Urbana,Federal,92.1,7.2,0.7
2019,Amapá,UF,Total,Estadual,76.7,12.2,11.1
2019,Amapá,UF,Urbana,Estadual,77.0,12.1,10.9
2019,Amapá,UF,Rural,Estadual,75.4,12.7,11.9
2019,Amapá,UF,Total,Municipal,,,
2019,Amapá,UF,Urbana,Municipal,,,
2019,Amapá,UF,Rural,Municipal,,,
2019,Amapá,UF,Total,Privada,97.7,1.2,1.1
2019,Amapá,UF,Urbana,Privada,99.1,0.9,0.0
2019,Amapá,UF,Rural,Privada,78.5,4.1,17.4
2019,Amapá,UF,Total,Pública,77.6,11.9,10.5
2019,Amapá,UF,Urbana,Pública,77.9,11.8,10.3
2019,Amapá,UF,Rural,Pública,75.4,12.7,11.9
2019,Tocantins,UF,Total,Total,87.9,7.9,4.2
2019,Tocantins,UF,Urbana,Total,88.1,7.7,4.2
2019,Tocantins,UF,Rural,Total,85.7,9.5,4.8
2019,Tocantins,UF,Total,Federal,84.9,12.8,2.3
2019,Tocantins,UF,Urbana,Federal,84.3,13.1,2.6
2019,Tocantins,UF,Rural,Federal,86.2,12.0,1.8
2019,Tocantins,UF,Total,Estadual,87.7,7.8,4.5
2019,Tocantins,UF,Urbana,Estadual,87.9,7.7,4.4
2019,Tocantins,UF,Rural,Estadual,84.7,9.6,5.7
2019,Tocantins,UF,Total,Municipal,,,
2019,Tocantins,UF,Urbana,Municipal,,,
2019,Tocantins,UF,Rural,Municipal,,,
2019,Tocantins,UF,Total,Privada,94.9,4.9,0.2
2019,Tocantins,UF,Urbana,Privada,94.6,5.2,0.2
2019,Tocantins,UF,Rural,Privada,100.0,0.0,0.0
2019,Tocantins,UF,Total,Pública,87.5,8.0,4.5
2019,Tocantins,UF,Urbana,Pública,87.7,7.9,4.4
2019,Tocantins,UF,Rural,Pública,85.0,10.0,5.0
2019,Maranhão,UF,Total,Total,90.6,4.7,4.7
2019,Maranhão,UF,Urbana,Total,91.1,4.7,4.2
2019,Maranhão,UF,Rural,Total,88.3,5.3,6.4
2019,Maranhão,UF,Total,Federal,89.4,8.5,2.1
2019,Maranhão,UF,Urbana,Federal,89.2,9.0,1.8
2019,Maranhão,UF,Rural,Federal,90.0,6.6,3.4
2019,Maranhão,UF,Total,Estadual,90.5,4.7,4.8
2019,Maranhão,UF,Urbana,Estadual,90.9,4.6,4.5
2019,Maranhão,UF,Rural,Estadual,88.2,5.3,6.5
2019,Maranhão,UF,Total,Municipal,87.1,1.8,11.1
2019,Maranhão,UF,Urbana,Municipal,91.8,0.6,7.6
2019,Maranhão,UF,Rural,Municipal,80.6,3.4,16.0
2019,Maranhão,UF,Total,Privada,94.8,3.7,1.5
2019,Maranhão,UF,Urbana,Privada,95.4,3.7,0.9
2019,Maranhão,UF,Rural,Privada,88.6,3.4,8.0
2019,Maranhão,UF,Total,Pública,90.4,4.8,4.8
2019,Maranhão,UF,Urbana,Pública,90.8,4.7,4.5
2019,Maranhão,UF,Rural,Pública,88.3,5.3,6.4
2019,Piauí,UF,Total,Total,84.7,8.1,7.2
2019,Piauí,UF,Urbana,Total,85.1,8.1,6.8
2019,Piauí,UF,Rural,Total,79.5,7.4,13.1
2019,Piauí,UF,Total,Federal,86.0,11.8,2.2
2019,Piauí,UF,Urbana,Federal,86.0,11.9,2.1
2019,Piauí,UF,Rural,Federal,85.9,11.3,2.8
2019,Piauí,UF,Total,Estadual,83.3,8.4,8.3
2019,Piauí,UF,Urbana,Estadual,83.6,8.4,8.0
2019,Piauí,UF,Rural,Estadual,78.7,7.1,14.2
2019,Piauí,UF,Total,Municipal,89.3,10.7,0.0
2019,Piauí,UF,Urbana,Municipal,89.5,10.5,0.0
2019,Piauí,UF,Rural,Municipal,87.5,12.5,0.0
2019,Piauí,UF,Total,Privada,95.3,4.1,0.6
2019,Piauí,UF,Urbana,Privada,95.3,4.1,0.6
2019,Piauí,UF,Rural,Privada,100.0,0.0,0.0
2019,Piauí,UF,Total,Pública,83.5,8.6,7.9
2019,Piauí,UF,Urbana,Pública,83.8,8.6,7.6
2019,Piauí,UF,Rural,Pública,79.3,7.5,13.2
2019,Ceará,UF,Total,Total,92.7,3.8,3.5
2019,Ceará,UF,Urbana,Total,92.6,3.9,3.5
2019,Ceará,UF,Rural,Total,93.9,2.8,3.3
2019,Ceará,UF,Total,Federal,85.3,12.8,1.9
2019,Ceará,UF,Urbana,Federal,84.8,13.4,1.8
2019,Ceará,UF,Rural,Federal,90.0,7.6,2.4
2019,Ceará,UF,Total,Estadual,92.4,3.8,3.8
2019,Ceará,UF,Urbana,Estadual,92.3,3.8,3.9
2019,Ceará,UF,Rural,Estadual,94.0,2.7,3.3
2019,Ceará,UF,Total,Municipal,,,
2019,Ceará,UF,Urbana,Municipal,,,
2019,Ceará,UF,Rural,Municipal,,,
2019,Ceará,UF,Total,Privada,96.6,3.1,0.3
2019,Ceará,UF,Urbana,Privada,96.6,3.1,0.3
2019,Ceará,UF,Rural,Privada,94.6,4.3,1.1
2019,Ceará,UF,Total,Pública,92.3,3.9,3.8
2019,Ceará,UF,Urbana,Pública,92.2,4.0,3.8
2019,Ceará,UF,Rural,Pública,93.9,2.8,3.3
2019,Rio Grande do Norte,UF,Total,Total,77.6,14.9,7.5
2019,Rio Grande do Norte,UF,Urbana,Total,77.5,15.0,7.5
2019,Rio Grande do Norte,UF,Rural,Total,78.6,11.5,9.9
2019,Rio Grande do Norte,UF,Total,Federal,88.0,10.3,1.7
2019,Rio Grande do Norte,UF,Urbana,Federal,87.6,10.6,1.8
2019,Rio Grande do Norte,UF,Rural,Federal,91.3,7.3,1.4
2019,Rio Grande do Norte,UF,Total,Estadual,73.5,17.0,9.5
2019,Rio Grande do Norte,UF,Urbana,Estadual,73.6,17.2,9.2
2019,Rio Grande do Norte,UF,Rural,Estadual,73.3,13.4,13.3
2019,Rio Grande do Norte,UF,Total,Municipal,,,
2019,Rio Grande do Norte,UF,Urbana,Municipal,,,
2019,Rio Grande do Norte,UF,Rural,Municipal,,,
2019,Rio Grande do Norte,UF,Total,Privada,94.5,5.0,0.5
2019,Rio Grande do Norte,UF,Urbana,Privada,94.5,5.1,0.4
2019,Rio Grande do Norte,UF,Rural,Privada,100.0,0.0,0.0
2019,Rio Grande do Norte,UF,Total,Pública,75.2,16.3,8.5
2019,Rio Grande do Norte,UF,Urbana,Pública,75.0,16.5,8.5
2019,Rio Grande do Norte,UF,Rural,Pública,78.4,11.6,10.0
2019,Paraíba,UF,Total,Total,83.3,10.4,6.3
2019,Paraíba,UF,Urbana,Total,83.3,10.4,6.3
2019,Paraíba,UF,Rural,Total,82.7,10.9,6.4
2019,Paraíba,UF,Total,Federal,91.8,7.2,1.0
2019,Paraíba,UF,Urbana,Federal,91.8,7.3,0.9
2019,Paraíba,UF,Rural,Federal,93.2,3.7,3.1
2019,Paraíba,UF,Total,Estadual,80.6,11.9,7.5
2019,Paraíba,UF,Urbana,Estadual,80.5,11.9,7.6
2019,Paraíba,UF,Rural,Estadual,82.3,11.2,6.5
2019,Paraíba,UF,Total,Municipal,65.7,5.1,29.2
2019,Paraíba,UF,Urbana,Municipal,65.7,5.1,29.2
2019,Paraíba,UF,Rural,Municipal,,,
2019,Paraíba,UF,Total,Privada,95.6,3.6,0.8
2019,Paraíba,UF,Urbana,Privada,95.6,3.6,0.8
2019,Paraíba,UF,Rural,Privada,,,
2019,Paraíba,UF,Total,Pública,81.2,11.6,7.2
2019,Paraíba,UF,Urbana,Pública,81.1,11.6,7.3
2019,Paraíba,UF,Rural,Pública,82.7,10.9,6.4
2019,Pernambuco,UF,Total,Total,93.5,5.1,1.4
2019,Pernambuco,UF,Urbana,Total,93.6,5.0,1.4
2019,Pernambuco,UF,Rural,Total,90.4,6.8,2.8
2019,Pernambuco,UF,Total,Federal,78.7,17.3,4.0
2019,Pernambuco,UF,Urbana,Federal,77.1,18.3,4.6
2019,Pernambuco,UF,Rural,Federal,83.5,14.4,2.1
2019,Pernambuco,UF,Total,Estadual,93.6,4.9,1.5
2019,Pernambuco,UF,Urbana,Estadual,93.7,4.9,1.4
2019,Pernambuco,UF,Rural,Estadual,91.1,6.0,2.9
2019,Pernambuco,UF,Total,Municipal,94.4,1.1,4.5
2019,Pernambuco,UF,Urbana,Municipal,100.0,0.0,0.0
2019,Pernambuco,UF,Rural,Municipal,89.8,2.0,8.2
2019,Pernambuco,UF,Total,Privada,95.8,3.7,0.5
2019,Pernambuco,UF,Urbana,Privada,95.8,3.8,0.4
2019,Pernambuco,UF,Rural,Privada,98.8,0.8,0.4
2019,Pernambuco,UF,Total,Pública,93.2,5.3,1.5
2019,Pernambuco,UF,Urbana,Pública,93.4,5.1,1.5
2019,Pernambuco,UF,Rural,Pública,90.3,6.9,2.8
2019,Alagoas,UF,Total,Total,86.7,7.2,6.1
2019,Alagoas,UF,Urbana,Total,86.4,7.4,6.2
2019,Alagoas,UF,Rural,Total,93.6,3.3,3.1
2019,Alagoas,UF,Total,Federal,79.4,16.4,4.2
2019,Alagoas,UF,Urbana,Federal,79.4,16.4,4.2
2019,Alagoas,UF,Total,Estadual,86.0,6.9,7.1
2019,Alagoas,UF,Urbana,Estadual,85.4,7.2,7.4
2019,Alagoas,UF,Rural,Estadual,93.6,3.3,3.1
2019,Alagoas,UF,Total,Municipal,,,
2019,Alagoas,UF,Urbana,Municipal,,,
2019,Alagoas,UF,Rural,Municipal,,,
2019,Alagoas,UF,Total,Privada,95.3,4.1,0.6
2019,Alagoas,UF,Urbana,Privada,95.3,4.1,0.6
2019,Alagoas,UF,Rural,Privada,96.4,0.0,3.6
2019,Alagoas,UF,Total,Pública,85.4,7.7,6.9
2019,Alagoas,UF,Urbana,Pública,84.9,8.0,7.1
2019,Alagoas,UF,Rural,Pública,93.6,3.3,3.1
2019,Sergipe,UF,Total,Total,81.2,12.5,6.3
2019,Sergipe,UF,Urbana,Total,81.4,12.5,6.1
2019,Sergipe,UF,Rural,Total,78.2,13.1,8.7
2019,Sergipe,UF,Total,Federal,84.4,13.0,2.6
2019,Sergipe,UF,Urbana,Federal,86.9,10.0,3.1
2019,Sergipe,UF,Rural,Federal,80.5,17.8,1.7
2019,Sergipe,UF,Total,Estadual,78.1,14.2,7.7
2019,Sergipe,UF,Urbana,Estadual,78.1,14.3,7.6
2019,Sergipe,UF,Rural,Estadual,77.7,12.2,10.1
2019,Sergipe,UF,Total,Municipal,,,
2019,Sergipe,UF,Urbana,Municipal,,,
2019,Sergipe,UF,Rural,Municipal,,,
2019,Sergipe,UF,Total,Privada,95.2,4.5,0.3
2019,Sergipe,UF,Urbana,Privada,95.2,4.5,0.3
2019,Sergipe,UF,Rural,Privada,,,
2019,Sergipe,UF,Total,Pública,78.3,14.2,7.5
2019,Sergipe,UF,Urbana,Pública,78.3,14.2,7.5
2019,Sergipe,UF,Rural,Pública,78.2,13.1,8.7
2019,Bahia,UF,Total,Total,79.4,13.5,7.1
2019,Bahia,UF,Urbana,Total,79.2,13.8,7.0
2019,Bahia,UF,Rural,Total,81.8,10.6,7.6
2019,Bahia,UF,Total,Federal,87.7,9.8,2.5
2019,Bahia,UF,Urbana,Federal,87.1,10.2,2.7
2019,Bahia,UF,Rural,Federal,92.3,6.8,0.9
2019,Bahia,UF,Total,Estadual,77.5,14.7,7.8
2019,Bahia,UF,Urbana,Estadual,77.3,14.9,7.8
2019,Bahia,UF,Rural,Estadual,79.8,11.8,8.4
2019,Bahia,UF,Total,Municipal,80.8,7.7,11.5
2019,Bahia,UF,Urbana,Municipal,74.2,10.9,14.9
2019,Bahia,UF,Rural,Municipal,85.2,5.5,9.3
2019,Bahia,UF,Total,Privada,95.6,3.9,0.5
2019,Bahia,UF,Urbana,Privada,95.6,3.9,0.5
2019,Bahia,UF,Rural,Privada,94.7,3.3,2.0
2019,Bahia,UF,Total,Pública,77.8,14.5,7.7
2019,Bahia,UF,Urbana,Pública,77.6,14.7,7.7
2019,Bahia,UF,Rural,Pública,80.8,11.2,8.0
2019,Minas Gerais,UF,Total,Total,84.4,11.0,4.6
2019,Minas Gerais,UF,Urbana,Total,84.2,11.1,4.7
2019,Minas Gerais,UF,Rural,Total,91.4,5.9,2.7
2019,Minas Gerais,UF,Total,Federal,90.8,8.7,0.5
2019,Minas Gerais,UF,Urbana,Federal,90.3,9.1,0.6
2019,Minas Gerais,UF,Rural,Federal,92.4,7.1,0.5
2019,Minas Gerais,UF,Total,Estadual,82.8,11.9,5.3
2019,Minas Gerais,UF,Urbana,Estadual,82.6,12.0,5.4
2019,Minas Gerais,UF,Rural,Estadual,90.6,5.8,3.6
2019,Minas Gerais,UF,Total,Municipal,90.4,7.3,2.3
2019,Minas Gerais,UF,Urbana,Municipal,90.4,7.4,2.2
2019,Minas Gerais,UF,Rural,Municipal,89.6,6.7,3.7
2019,Minas Gerais,UF,Total,Privada,95.7,4.1,0.2
2019,Minas Gerais,UF,Urbana,Privada,95.7,4.1,0.2
2019,Minas Gerais,UF,Rural,Privada,96.5,2.3,1.2
2019,Minas Gerais,UF,Total,Pública,83.2,11.7,5.1
2019,Minas Gerais,UF,Urbana,Pública,82.9,11.9,5.2
2019,Minas Gerais,UF,Rural,Pública,91.1,6.2,2.7
2019,Espírito Santo,UF,Total,Total,88.8,9.1,2.1
2019,Espírito Santo,UF,Urbana,Total,88.7,9.3,2.0
2019,Espírito Santo,UF,Rural,Total,91.9,6.3,1.8
2019,Espírito Santo,UF,Total,Federal,90.2,8.5,1.3
2019,Espírito Santo,UF,Urbana,Federal,90.6,8.1,1.3
2019,Espírito Santo,UF,Rural,Federal,88.4,10.1,1.5
2019,Espírito Santo,UF,Total,Estadual,87.6,10.1,2.3
2019,Espírito Santo,UF,Urbana,Estadual,87.4,10.3,2.3
2019,Espírito Santo,UF,Rural,Estadual,93.4,5.1,1.5
2019,Espírito Santo,UF,Total,Municipal,97.5,2.5,0.0
2019,Espírito Santo,UF,Urbana,Municipal,,,
2019,Espírito Santo,UF,Rural,Municipal,97.5,2.5,0.0
2019,Espírito Santo,UF,Total,Privada,96.5,3.2,0.3
2019,Espírito Santo,UF,Urbana,Privada,96.7,3.1,0.2
2019,Espírito Santo,UF,Rural,Privada,93.4,3.7,2.9
2019,Espírito Santo,UF,Total,Pública,87.8,10.0,2.2
2019,Espírito Santo,UF,Urbana,Pública,87.6,10.1,2.3
2019,Espírito Santo,UF,Rural,Pública,91.4,7.1,1.5
2019,Rio de Janeiro,UF,Total,Total,81.7,12.5,5.8
2019,Rio de Janeiro,UF,Urbana,Total,81.5,12.6,5.9
2019,Rio de Janeiro,UF,Rural,Total,86.8,9.3,3.9
2019,Rio de Janeiro,UF,Total,Federal,85.8,12.1,2.1
2019,Rio de Janeiro,UF,Urbana,Federal,86.0,12.0,2.0
2019,Rio de Janeiro,UF,Rural,Federal,83.0,14.6,2.4
2019,Rio de Janeiro,UF,Total,Estadual,78.1,14.5,7.4
2019,Rio de Janeiro,UF,Urbana,Estadual,77.8,14.7,7.5
